Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
191,Polkastarter,POLS,polkastarter,"$265,253,901.28",$3.01,88.211.432 POLS *,"$17,500,533.34","1,17%","3,88%","3,21%"
192,Bitcoin Diamond,BCD,bitcoin-diamond,"$264,128,866.33",$1.42,186.492.898 BCD,"$1,251,901.43","0,14%","-0,97%","-8,70%"
193,Conflux,CFX,conflux-token,"$264,555,818.42",$0.2269,1.165.799.569 CFX,"$25,244,645.43","-0,19%","10,94%","-0,50%"
194,Bitcoin Standard Hashrate Token,BTCST,btc-standard-hashrate-token,"$259,230,765.26",$22.71,11.415.813 BTCST *,"$3,384,263.12","-0,33%","-0,86%","-8,67%"
195,iExec RLC,RLC,iexec-rlc,"$257,247,377.24",$3.21,80.070.793 RLC *,"$22,177,692.80","-0,39%","4,12%","4,07%"
196,Status,SNT,status,"$255,636,657.73",$0.07366,3.470.483.788 SNT *,"$24,439,890.39","-0,04%","5,22%","-1,81%"
197,Origin Protocol,OGN,origin-protocol,"$249,353,659.26",$0.6417,388.570.733 OGN *,"$20,956,661.00","0,49%","1,64%","-12,25%"
198,Keep3rV1,KP3R,keep3rv1,"$236,164,291.41","$1,180.82",200.001 KP3R *,"$112,410,132.55","-0,82%","-1,79%","36,88%"
199,Sun (New),SUN,sun-token,"$234,822,544.41",$0.02233,10.514.908.025 SUN *,"$59,285,099.71","0,23%","-0,58%","-8,71%"
200,StormX,STMX,storm,"$231,092,046.10",$0.02311,10.000.000.000 STMX *,"$21,723,030.46","0,78%","6,15%","-5,84%"
201,HEX,HEX,hex,"$37,712,530,145.93",$0.2175,173.411.074.413 HEX,"$25,890,419.62","-0,77%","-12,46%","-24,39%"
202,Lido stETH,STETH,staked-ether,"$6,223,601,084.55","$3,795.19",1.639.865 STETH *,"$9,486,002.40","0,04%","1,40%","-6,14%"
203,Toncoin,TONCOIN,the-open-network,"$4,261,404,654.94",$3.49,1.221.401.181 TONCOIN,"$4,684,717.50","0,12%","-8,13%","-21,27%"
204,Wrapped BNB,WBNB,wbnb,"$2,890,574,159.81",$530.45,5.449.247 WBNB *,"$936,188,298.26","0,25%","1,10%","-2,88%"
205,Convex Finance,CVX,convex-finance,"$2,132,498,701.72",$47.96,44.462.025 CVX *,"$73,581,455.30","-0,11%","-4,11%","15,32%"
206,Spell Token,SPELL,spell-token,"$1,895,220,456.55",$0.02393,79.182.337.011 SPELL *,"$98,211,427.99","0,27%","2,68%","8,72%"
207,Huobi BTC,HBTC,huobi-btc,"$1,886,902,832.83","$47,309.67",39.884 HBTC *,"$1,831,000.06","0,21%","-0,55%","-7,16%"
208,Frax,FRAX,frax,"$1,854,656,666.55",$1.00,1.845.574.682 FRAX *,"$26,307,349.59","0,48%","0,67%","0,34%"
209,yOUcash,YOUC,youcash,"$1,700,339,392.72",$0.2494,6.816.734.542 YOUC,"$572,662.94","-3,80%","1,14%","1,72%"
210,SafeMoon,SAFEMOON,safemoon,"$1,402,965,500.78",$0.0000024,585.536.366.402.812 SAFEMOON *,"$6,517,924.78","-2,18%","4,87%","72,35%"
211,WEMIX,WEMIX,wemix-token,"$1,273,792,415.23",$10.34,123.233.682 WEMIX *,"$23,634,373.10","0,58%","3,25%","-5,47%"
212,BitDAO,BIT,bitdao,"$1,253,459,104.64",$2.14,586.278.943 BIT *,"$185,659,718.13","0,96%","2,50%","13,79%"
213,Creditcoin,CTC,creditcoin-2,"$1,220,302,026.57",$2.16,564.970.555 CTC,"$32,957,173.02","-0,03%","-5,87%","-13,33%"
214,Symbol,XYM,symbol,"$1,165,975,022.24",$0.2089,5.582.460.005 XYM,"$12,669,706.32","-0,30%","-6,55%","-12,49%"
215,ECOMI,OMI,ecomi,"$1,063,178,294.76",$0.006394,166.285.821.196 OMI *,"$3,074,436.55","-0,18%","0,28%","-0,66%"
216,DeFiChain,DFI,defichain,"$1,007,676,310.69",$3.35,300.511.840 DFI *,"$4,799,157.10","-0,08%","-0,42%","-1,36%"
217,LINK,LN,link,"$997,074,806.56",$166.85,5.975.799 LN *,"$1,238,699.49","-0,16%","-2,09%","-12,37%"
218,Render Token,RNDR,render-token,"$861,588,548.94",$4.58,188.116.478 RNDR *,"$16,763,767.36","0,45%","-4,27%","-15,43%"
219,NXM,NXM,nxm,"$843,801,308.32",$127.65,6.610.522 NXM *,"$61,587.02","0,12%","1,59%","-5,69%"
220,Ethereum Name Service,ENS,ethereum-name-service,"$831,880,957.73",$41.09,20.244.862 ENS *,"$64,479,126.64","0,59%","2,44%","-10,21%"
221,Decentralized Social,DESO,deso,"$798,547,560.57",$89.88,8.884.536 DESO *,"$3,379,345.79","-1,18%","-4,48%","-2,12%"
222,Rally,RLY,rally-2,"$800,176,986.44",$0.3488,2.294.140.966 RLY *,"$6,047,389.41","-0,10%","0,21%","-7,84%"
223,Counos X,CCXX,counosx,"$758,238,853.00",$42.44,17.864.458 CCXX,"$841,446.97","0,02%","-3,16%","-41,17%"
224,MobileCoin,MOB,mobilecoin,"$731,463,458.54",$9.86,74.218.324 MOB *,"$544,158.00","-0,69%","-2,92%","-8,23%"
225,Liquity USD,LUSD,liquity-usd,"$718,521,379.52",$0.9987,719.446.095 LUSD *,"$7,098,412.65","-0,05%","-0,09%","-0,07%"
226,Metahero,HERO,metahero,"$682,028,540.02",$0.1338,5.095.643.290 HERO *,"$8,738,492.51","-0,13%","0,27%","-12,68%"
227,Illuvium,ILV,illuvium,"$672,775,711.32","$1,046.48",642.892 ILV *,"$24,540,825.24","0,30%","0,10%","-9,22%"
228,Anchor Protocol,ANC,anchor-protocol,"$671,915,314.65",$3.52,190.969.785 ANC *,"$6,051,084.29","0,01%","-0,80%","-11,69%"
229,UFO Gaming,UFO,ufo-gaming,"$629,030,671.34",$0.00002442,25.757.575.757.576 UFO *,"$9,896,327.92","1,25%","0,43%","-10,99%"
230,WhiteCoin,XWC,whitecoin,"$611,239,341.20",$0.8213,744.201.249 XWC *,"$5,384,104.88","-0,07%","-0,11%","-0,79%"
231,KOK,KOK,kok,"$606,162,178.61",$5.65,107.333.422 KOK,"$5,087,455.64","0,05%","-2,44%","1,29%"
232,The Transfer Token,TTT,empty,"$592,671,654.24",$5.66,104.789.399 TTT,"$338,205.83","0,10%","0,16%","0,59%"
233,Radio Caca,RACA,radio-caca,"$577,471,835.79",$0.003176,181.850.767.347 RACA *,"$31,084,144.49","-0,17%","-1,58%","-12,60%"
234,Frax Share,FXS,frax-share,"$568,847,084.29",$35.09,16.209.405 FXS *,"$24,286,041.15","-0,58%","-5,02%","71,23%"
235,Boba Network,BOBA,boba-network,"$481,032,122.26",$3.10,155.303.271 BOBA *,"$12,058,693.58","-0,75%","-0,18%","-11,38%"
236,MetisDAO,METIS,metis-token,"$476,402,470.96",$235.77,2.020.648 METIS,"$39,881,086.38","-3,28%","12,87%","58,12%"
237,SuperFarm,SUPER,superfarm,"$468,314,580.09",$1.16,402.410.904 SUPER *,"$24,492,902.57","-0,03%","-0,38%","-8,80%"
238,Bloktopia,BLOK,bloktopia,"$459,143,343.62",$0.05506,8.338.704.276 BLOK *,"$21,961,047.17","0,46%","0,29%","-13,34%"
239,Coin98,C98,coin98,"$455,397,536.19",$2.46,185.000.000 C98 *,"$34,990,894.00","0,09%","-2,34%","-3,79%"
240,Keep Network,KEEP,keep-network,"$453,408,705.02",$0.7488,605.533.745 KEEP *,"$61,920,784.16","0,90%","0,42%","4,75%"
241,Tribe,TRIBE,tribe-2,"$452,358,037.80",$0.9976,453.448.622 TRIBE *,"$6,886,634.56","-0,13%","0,33%","-4,61%"
242,Rocket Pool,RPL,rocket-pool,"$448,840,492.84",$43.66,10.279.742 RPL *,"$2,662,101.20","-0,38%","3,76%","-5,51%"
243,HUSD,HUSD,husd,"$427,551,024.65",$0.9997,427.663.609 HUSD *,"$40,445,556.50","0,00%","-0,18%","-0,02%"
244,Persistence,XPRT,persistence,"$425,144,037.52",$5.86,72.555.921 XPRT *,"$1,640,385.17","0,39%","-4,66%","-7,52%"
245,MOBOX,MBOX,mobox,"$421,420,346.44",$5.28,79.853.076 MBOX *,"$67,384,557.14","-0,04%","-2,00%","-14,00%"
246,Alitas,ALT,alitas,"$421,078,500.19",$7.02,60.000.000 ALT *,"$1,372,555.88","0,24%","-5,05%","-9,40%"
247,Mask Network,MASK,mask-network,"$407,686,655.34",$14.00,29.130.723 MASK *,"$109,087,302.41","1,69%","5,86%","7,16%"
248,JasmyCoin,JASMY,jasmycoin,"$401,572,034.07",$0.08445,4.754.930.780 JASMY,"$47,260,496.53","0,26%","-2,02%","-3,74%"
249,Starlink,STARL,starlink,"$395,516,624.44",$0.00003963,9.979.172.029.858 STARL *,"$9,869,860.70","-0,03%","0,50%","-13,03%"
250,Hathor,HTR,hathor,"$394,686,539.05",$1.76,224.514.392 HTR *,"$13,136,370.61","-0,13%","1,89%","-5,59%"
251,Bitpanda Ecosystem Token,BEST,bitpanda-ecosystem-token,"$389,648,511.66",$1.08,361.063.664 BEST *,"$27,808.18","0,00%","-0,56%","1,80%"
252,Yield Guild Games,YGG,yield-guild-games,"$387,789,789.78",$5.61,69.167.370 YGG *,"$50,044,198.44","0,23%","0,47%","-9,28%"
253,OpenDAO,SOS,opendao,"$379,899,102.91",$0.00000538,70.665.452.286.309 SOS,"$88,475,934.01","-3,74%","-10,22%","-20,07%"
254,PlayDapp,PLA,playdapp,"$371,359,918.06",$1.54,241.594.277 PLA *,"$88,806,199.31","0,04%","5,47%","-11,75%"
255,Veritaseum,VERI,veritaseum,"$348,242,518.74",$162.00,2.149.646 VERI *,"$366,019.29","-1,17%","2,82%","-10,66%"
256,YooShi,YOOSHI,yooshi,"$329,086,909.39",$0.00000088,375.317.294.544.917 YOOSHI *,"$3,563,854.81","1,07%","1,55%","-11,29%"
257,Rari Governance Token,RGT,rari-governance-token,"$325,568,967.70",$26.83,12.134.980 RGT *,"$2,155,439.54","-0,14%","-0,40%","-4,68%"
258,Orbit Chain,ORC,orbit-chain,"$323,056,096.21",$0.552,585.198.076 ORC,"$1,171,889.87","0,01%","-0,52%","-6,28%"
259,Vulcan Forged PYR,PYR,vulcan-forged,"$318,861,386.67",$16.03,19.897.700 PYR *,"$17,351,520.50","1,22%","4,14%","-6,34%"
260,RMRK,RMRK,rmrk,"$315,972,716.24",$33.26,9.500.000 RMRK *,"$3,102,703.09","0,44%","1,95%","-15,75%"
261,Anyswap,ANY,anyswap,"$315,866,251.99",$16.95,18.639.320 ANY *,"$17,812,297.57","1,11%","-0,74%","-7,61%"
262,Sologenic,SOLO,solo-coin,"$235,008,730.39",$1.18,200.001.808 SOLO,"$605,101.09","-30,11%","8,48%","-32,76%"
263,Everscale,EVER,everscale,"$302,957,896.74",$0.412,735.353.906 EVER,"$4,809,293.83","-0,20%","1,15%","41,52%"
264,Braintrust,BTRST,braintrust,"$302,721,151.07",$3.47,87.348.518 BTRST *,"$1,955,721.41","-0,07%","-5,11%","-4,75%"
265,PlatON,LAT,platon-network,"$298,951,546.47",$0.1315,2.274.152.455 LAT,"$18,171,471.46","0,09%","-2,55%","-1,37%"
266,JOE,JOE,joe,"$292,665,783.85",$1.95,149.849.244 JOE *,"$21,501,289.55","-0,27%","-5,72%","-16,87%"
267,Alchemix,ALCX,alchemix,"$287,254,214.65",$318.92,900.717 ALCX *,"$28,702,227.41","-0,47%","1,10%","57,63%"
268,Pundi X (New),PUNDIX,pundi-x-2,"$279,774,073.29",$1.08,258.491.637 PUNDIX,"$22,167,067.30","0,20%","4,10%","-5,18%"
269,Wilder World,WILD,wilder-world,"$284,878,951.54",$3.40,83.683.300 WILD *,"$4,611,446.19","0,26%","0,31%","-13,93%"
270,DAO Maker,DAO,dao-maker,"$279,574,606.67",$4.43,63.126.324 DAO *,"$2,989,273.72","-0,81%","-4,43%","-5,73%"
271,HyperDAO,HDAO,hyperdao,"$279,050,576.84",$0.08207,3.400.000.000 HDAO,"$3,847,628.35","0,06%","2,43%","-10,43%"
272,Chia Network,XCH,chia,"$274,757,389.72",$100.57,2.732.085 XCH,"$10,941,716.23","-0,13%","-3,24%","-1,84%"
273,LUKSO,LYXe,lukso-token,"$271,474,022.01",$17.85,15.205.916 LYXe *,"$1,342,618.93","-0,33%","-0,73%","-15,37%"
274,HedgeTrade,HEDG,hedgetrade,"$262,547,210.15",$0.7529,348.731.468 HEDG *,"$11,064.83","-0,71%","-0,98%","-3,84%"
275,Mines of Dalarnia,DAR,mines-of-dalarnia,"$258,454,953.20",$2.10,123.200.000 DAR *,"$25,558,387.50","-0,09%","0,19%","-16,87%"
276,Kyber Network Crystal v2,KNC,kyber-network-crystal,"$253,269,474.33",$1.42,177.809.350 KNC *,"$24,549,252.03","0,14%","3,25%","2,15%"
277,Trust Wallet Token,TWT,trust-wallet-token,"$252,074,022.44",$0.7265,346.951.186 TWT *,"$9,347,115.45","-0,14%","-0,40%","-7,98%"
278,Sapphire,SAPP,sapphire,"$251,957,205.97",$0.4687,537.572.916 SAPP *,"$2,495,151.16","0,12%","4,74%","1,86%"
279,Orion Protocol,ORN,orion-protocol,"$249,489,220.12",$6.06,41.150.000 ORN *,"$9,306,246.41","-0,32%","-3,73%","1,91%"
280,Qredo,QRDO,qredo,"$249,045,665.18",$7.51,33.159.931 QRDO,"$21,500,033.50","0,23%","-0,46%","-1,67%"
281,KardiaChain,KAI,kardiachain,"$251,185,706.78",$0.07996,3.141.300.000 KAI *,"$1,363,848.32","0,28%","-1,22%","-2,27%"
282,Akash Network,AKT,akash-network,"$244,243,349.55",$2.15,113.861.304 AKT *,"$1,429,654.11","0,17%","1,47%","15,83%"
283,Alchemy Pay,ACH,alchemy-pay,"$244,065,406.14",$0.06516,3.745.560.349 ACH,"$19,534,939.44","-0,32%","1,37%","1,68%"
284,GlitzKoin,GTN,glitzkoin,"$244,418,954.73",$0.9876,247.499.428 GTN,"$160,013.89","-0,55%","1,74%","-27,83%"
285,Radicle,RAD,radicle,"$242,451,094.73",$11.17,21.711.990 RAD *,"$19,884,247.73","-0,21%","1,43%","5,61%"
286,Voxies,VOXEL,voxies,"$242,730,424.63",$4.02,60.343.002 VOXEL *,"$112,476,789.60","-0,15%","12,48%","43,94%"
287,Humanscape,HUM,humanscape,"$242,838,412.82",$0.3413,711.409.623 HUM,"$76,596,739.64","-0,33%","9,39%","-3,40%"
288,Circuits of Value,COVAL,circuits-of-value,"$236,981,328.55",$0.1326,1.786.752.336 COVAL *,"$39,459,162.83","0,12%","-5,74%","8,25%"
289,inSure DeFi,SURE,insure,"$234,814,105.57",$0.008765,26.790.063.175 SURE *,"$2,065,563.45","0,12%","-1,52%","-12,22%"
290,Star Atlas,ATLAS,star-atlas,"$230,134,766.76",$0.1065,2.160.000.000 ATLAS *,"$10,695,458.54","0,41%","-1,09%","-6,38%"
291,MX TOKEN,MX,mx-token,"$226,517,429.04",$2.27,100.000.000 MX *,"$9,977,439.63","0,12%","1,48%","-4,40%"
292,Merit Circle,MC,merit-circle,"$223,882,835.45",$5.26,42.592.000 MC *,"$24,778,709.69","1,05%","5,53%","-16,70%"
293,Ontology Gas,ONG,ong,"$223,048,321.30",$0.829,269.065.403 ONG *,"$36,823,631.12","0,39%","5,69%","0,13%"
294,Wrapped NCG (Nine Chronicles Gold),WNCG,wrapped-ncg,"$220,709,598.05",$1.84,119.794.315 WNCG *,"$4,073,001.23","0,07%","-3,05%","-12,48%"
295,BakeryToken,BAKE,bakerytoken,"$219,732,794.70",$1.14,193.529.487 BAKE *,"$25,354,968.46","-0,12%","0,86%","-8,05%"
296,ASD,ASD,asd,"$219,437,720.90",$0.3322,660.615.274 ASD *,"$1,325,510.59","-0,02%","-0,17%","2,68%"
297,Bifrost (BFC),BFC,bifrost,"$216,842,046.15",$0.2055,1.055.380.729 BFC *,"$1,822,444.37","0,07%","0,29%","-5,62%"
298,Divi,DIVI,divi,"$213,947,253.69",$0.08006,2.672.396.149 DIVI,"$291,126.74","-0,33%","-2,88%","2,87%"
299,Mango,MNGO,mango-markets,"$211,862,470.36",$0.2119,1.000.000.000 MNGO *,"$1,303,320.85","0,66%","-2,43%","-21,61%"
300,Augur,REP,augur,"$209,275,807.52",$19.03,11.000.000 REP *,"$22,323,735.43","0,48%","-0,05%","-1,41%"
